-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2010 through 12/31/2023 in LST
Location: latitude  24.8607   longitude 67.0099 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 53.05 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
PS              MERRA-2 Surface Pressure (kPa) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,RH2M,WS2M,T2M,PS,PRECTOTCORR
2011,5,7,71.33,3.73,29.38,99.87,0.0
2011,5,8,71.4,5.31,29.19,99.74,0.0
2011,5,9,75.84,5.78,28.56,99.81,0.0
2011,5,10,77.55,5.59,28.57,99.8,0.0
2011,5,11,79.21,5.47,28.48,99.85,0.0
2011,5,12,77.12,5.19,29.0,99.75,0.0
2011,5,13,78.35,4.61,29.15,99.77,0.0
2011,5,14,76.33,4.66,28.98,99.88,0.0
2011,5,15,74.77,4.55,29.28,100.01,0.0
2011,5,16,74.1,3.78,29.79,100.13,0.0
2011,5,17,76.09,3.23,29.81,100.15,0.0
2011,5,18,78.72,3.47,29.54,99.94,0.0
2011,5,19,81.73,4.89,29.42,99.58,0.0
2011,5,20,68.44,5.21,31.16,99.08,0.0
2011,5,21,53.39,3.77,31.71,98.95,0.0
2011,5,22,74.58,3.65,30.54,99.27,0.0
2011,5,23,73.68,4.0,29.88,99.75,0.0
2011,5,24,72.56,4.76,29.71,99.83,0.0
2011,5,25,74.46,5.62,29.51,99.75,0.0
2011,5,26,74.59,5.81,29.55,99.88,0.0
2011,5,27,75.29,5.59,29.56,99.97,0.0
2011,5,28,73.87,5.78,29.56,99.93,0.0
2011,5,29,73.22,6.27,29.56,99.95,0.03
2011,5,30,74.83,6.46,29.53,99.79,0.0
2011,5,31,78.51,6.63,29.5,99.39,0.0
2011,6,1,73.05,5.19,30.49,99.14,0.0
2011,6,2,74.37,4.35,29.85,99.5,0.0
2011,6,3,68.86,3.21,29.64,99.83,0.0
2011,6,4,69.29,3.98,30.21,99.71,0.0
2011,6,5,72.15,4.24,29.93,99.55,0.0
2011,6,6,74.11,4.0,30.56,99.53,0.0
2011,6,7,74.21,4.37,30.62,99.43,0.0
2011,6,8,77.29,4.41,30.36,99.2,0.0
2011,6,9,74.74,4.75,30.1,99.11,0.0
2011,6,10,71.76,5.57,30.71,99.2,0.0
2011,6,11,73.42,5.63,30.6,99.2,0.0
2011,6,12,72.61,4.31,30.94,99.34,0.0
2011,6,13,71.39,3.95,30.47,99.53,0.0
2011,6,14,68.33,4.23,30.84,99.54,0.0
2011,6,15,71.24,6.28,30.35,99.33,0.0
2011,6,16,74.93,6.22,30.3,99.12,0.0
2011,6,17,76.24,5.07,30.83,98.86,0.0
2011,6,18,75.98,4.24,30.78,98.87,0.0
2011,6,19,74.35,4.03,30.1,99.0,0.0
2011,6,20,74.75,5.22,30.19,99.19,0.0
2011,6,21,74.17,6.22,30.26,99.36,0.0
2011,6,22,71.86,6.97,30.05,99.22,0.0
2011,6,23,71.86,6.57,30.11,99.18,0.0
2011,6,24,73.08,7.28,29.75,99.21,0.0
2011,6,25,75.5,7.3,29.41,99.04,0.0
2011,6,26,77.55,5.7,29.62,98.92,0.01
2011,6,27,77.71,4.73,29.6,98.98,0.01
2011,6,28,77.83,5.52,29.36,98.96,0.01
2011,6,29,78.13,5.55,29.53,99.01,0.01
2011,6,30,75.14,5.33,29.63,99.18,0.0
2011,7,1,74.66,5.42,29.48,99.22,0.03
2011,7,2,72.0,4.16,29.69,99.28,0.02
2011,7,3,70.35,4.08,29.51,99.29,0.0
2011,7,4,67.94,3.4,30.17,99.57,0.0
2011,7,5,65.48,3.09,30.53,99.64,0.0
2011,7,6,65.23,3.16,30.9,99.57,0.0
2011,7,7,69.22,4.31,30.68,99.47,0.15
2011,7,8,76.48,5.81,29.66,99.63,0.15
2011,7,9,75.26,6.31,29.6,99.59,0.08
2011,7,10,74.04,6.2,29.76,99.56,0.0
2011,7,11,72.2,6.54,29.77,99.53,0.0
2011,7,12,71.48,6.09,29.65,99.38,0.0
2011,7,13,72.15,5.79,29.77,99.31,0.0
2011,7,14,72.84,5.24,29.7,99.13,0.0
2011,7,15,71.3,3.7,29.96,99.05,0.0
2011,7,16,70.69,2.68,30.73,99.05,0.0
2011,7,17,69.08,3.15,31.08,99.09,0.02
2011,7,18,76.03,4.59,29.84,99.2,0.0
2011,7,19,75.4,6.7,29.17,99.23,0.0
2011,7,20,75.62,7.32,28.77,99.12,0.0
2011,7,21,74.72,6.15,28.82,99.12,0.0
2011,7,22,75.57,4.92,28.78,99.13,0.0
2011,7,23,73.54,4.09,29.21,99.14,0.0
2011,7,24,72.88,3.42,29.73,99.26,0.0
2011,7,25,77.12,2.66,29.06,99.52,2.93
2011,7,26,75.55,2.75,30.49,99.58,5.93
2011,7,27,79.64,3.53,29.61,99.55,1.42
2011,7,28,80.86,4.92,29.02,99.45,0.28
2011,7,29,80.93,4.45,28.78,99.44,0.17
2011,7,30,77.83,4.86,29.0,99.4,0.1
2011,7,31,76.69,5.39,28.76,99.28,0.02
2011,8,1,73.15,4.67,29.08,99.32,0.04
2011,8,2,73.28,4.28,29.04,99.28,0.0
2011,8,3,70.16,3.6,29.62,99.26,0.0
2011,8,4,72.47,3.8,29.54,99.23,0.0
2011,8,5,69.62,3.73,29.59,99.16,0.0
2011,8,6,72.8,4.15,29.42,99.14,0.0
2011,8,7,75.9,4.68,29.29,99.09,0.0
2011,8,8,73.86,3.63,29.61,99.08,0.0
2011,8,9,76.05,3.39,29.44,99.22,3.45
2011,8,10,81.23,4.63,28.7,99.3,7.28
2011,8,11,84.91,5.29,27.82,99.28,11.77
2011,8,12,80.63,4.86,28.38,99.1,0.29
2011,8,13,78.58,1.97,29.1,99.15,8.97
2011,8,14,84.28,3.11,28.29,99.5,2.54
2011,8,15,83.02,4.46,28.24,99.55,0.11
2011,8,16,78.66,4.62,28.39,99.42,0.02
2011,8,17,78.15,3.79,28.66,99.44,0.02
2011,8,18,76.65,3.47,28.7,99.55,0.02
2011,8,19,74.92,3.51,28.73,99.61,0.12
2011,8,20,71.48,3.35,29.01,99.8,0.03
2011,8,21,73.69,3.14,28.78,99.81,0.75
2011,8,22,78.17,4.0,28.86,99.81,5.29
2011,8,23,78.38,4.91,28.82,99.77,0.32
2011,8,24,77.72,5.34,28.85,99.57,0.04
2011,8,25,84.0,4.54,27.53,99.69,0.06
2011,8,26,78.97,3.67,28.53,99.74,0.01
2011,8,27,79.07,4.01,28.73,99.61,0.03
2011,8,28,79.49,2.64,29.19,99.54,0.04
2011,8,29,83.16,2.73,28.79,99.61,7.76
2011,8,30,80.4,3.9,29.22,99.53,7.0
2011,8,31,75.74,6.44,28.37,99.37,4.25
2011,9,1,77.44,4.06,29.18,99.35,4.46
2011,9,2,75.77,2.9,29.3,99.4,1.97
2011,9,3,73.23,2.14,29.37,99.42,0.68
2011,9,4,69.12,2.6,31.04,99.39,0.19
2011,9,5,70.24,2.44,31.24,99.37,0.64
2011,9,6,79.53,2.39,29.46,99.37,5.29
2011,9,7,82.0,4.03,28.03,99.37,3.36
2011,9,8,82.69,3.79,28.23,99.28,4.23
2011,9,9,81.89,3.42,28.48,99.5,1.27
2011,9,10,78.3,2.36,29.47,99.66,11.35
2011,9,11,81.54,2.52,29.25,99.53,19.33
2011,9,12,81.77,2.6,28.87,99.51,49.66
2011,9,13,86.34,3.24,27.79,99.49,36.67
2011,9,14,84.02,2.25,27.76,99.57,27.36
2011,9,15,83.2,2.14,28.02,99.52,0.14
2011,9,16,83.63,3.16,27.55,99.51,0.69
2011,9,17,82.68,3.26,27.19,99.69,1.03
2011,9,18,81.15,4.4,26.91,99.81,0.11
2011,9,19,81.13,4.13,27.07,100.03,0.0
2011,9,20,79.6,3.59,27.29,100.18,0.0
2011,9,21,81.05,4.56,27.11,100.0,0.0
2011,9,22,80.08,2.96,27.62,99.91,0.0
2011,9,23,80.53,2.78,27.18,100.05,0.0
2011,9,24,79.15,3.71,26.98,100.1,0.0
2011,9,25,79.62,4.06,27.13,100.16,0.0
2011,9,26,77.41,3.51,27.42,100.3,0.0
2011,9,27,76.43,4.12,27.44,100.22,0.0
2011,9,28,78.36,4.52,27.32,100.16,0.0
2011,9,29,77.89,4.08,27.29,100.21,0.0
2011,9,30,79.13,3.8,27.09,100.31,0.0
2011,10,1,78.07,3.9,26.66,100.3,0.0
2011,10,2,78.87,4.59,26.78,100.2,0.0
2011,10,3,78.13,4.81,26.73,100.18,0.0
2011,10,4,75.56,4.1,26.76,100.16,0.0
2011,10,5,75.82,3.63,26.78,100.48,0.0
2011,10,6,78.14,3.92,25.97,100.69,0.0
2011,10,7,78.35,3.93,26.19,100.59,0.0
2011,10,8,79.16,3.23,26.53,100.6,0.0
2011,10,9,79.57,2.58,26.85,100.67,0.01
2011,10,10,76.67,2.15,26.61,100.74,0.0
2011,10,11,74.33,2.32,26.22,100.79,0.0
2011,10,12,71.89,2.84,26.32,100.71,0.0
2011,10,13,77.38,2.75,26.17,100.49,0.0
2011,10,14,76.39,2.0,26.89,100.41,0.0
2011,10,15,65.86,1.7,26.67,100.33,0.0
2011,10,16,66.39,1.92,26.41,100.28,0.0
2011,10,17,67.11,1.6,26.26,100.35,0.0
2011,10,18,65.89,1.75,26.66,100.49,0.0
2011,10,19,71.29,2.18,26.17,100.3,0.0
2011,10,20,81.0,2.24,26.13,100.19,0.0
2011,10,21,78.46,1.91,26.36,100.32,0.0
2011,10,22,75.11,1.78,25.84,100.43,0.0
2011,10,23,71.6,2.33,25.6,100.62,0.0
2011,10,24,75.02,1.9,26.1,100.68,0.0
2011,10,25,66.01,1.34,26.67,100.62,0.0
2011,10,26,52.33,1.89,26.86,100.73,0.0
2011,10,27,42.84,1.64,26.46,100.74,0.0
2011,10,28,50.49,1.83,26.02,100.65,0.0
2011,10,29,50.1,1.56,26.65,100.6,0.0
2011,10,30,48.87,1.68,26.5,100.46,0.0
2011,10,31,55.97,1.61,26.05,100.45,0.0
2011,11,1,65.53,1.9,25.98,100.59,0.0
2011,11,2,79.06,2.37,26.01,100.51,0.0
2011,11,3,71.05,2.52,26.0,100.5,0.0
2011,11,4,73.44,2.17,26.29,100.53,0.0
2011,11,5,69.14,1.81,27.07,100.68,0.0
2011,11,6,65.82,1.81,27.19,100.62,0.0
2011,11,7,64.76,1.79,27.0,100.57,0.0
2011,11,8,70.73,2.2,26.53,100.64,0.0
2011,11,9,68.62,2.01,26.36,100.72,0.0
2011,11,10,64.33,2.65,25.88,100.73,0.0
2011,11,11,61.59,2.57,26.44,100.78,0.0
2011,11,12,68.71,2.81,26.69,100.65,0.0
2011,11,13,71.91,2.28,25.97,100.71,0.0
2011,11,14,72.21,1.75,24.84,100.78,0.0
2011,11,15,67.92,1.47,24.85,100.91,0.0
2011,11,16,73.82,1.71,25.23,100.88,0.0
2011,11,17,77.47,2.42,25.02,100.81,0.0
2011,11,18,78.9,2.95,24.75,100.76,0.0
2011,11,19,77.14,2.75,24.67,100.77,0.0
2011,11,20,61.6,1.34,25.74,100.95,0.0
2011,11,21,48.7,1.83,25.87,101.03,0.0
2011,11,22,43.68,1.45,25.96,100.94,0.0
2011,11,23,45.1,1.92,25.41,100.83,0.0
2011,11,24,43.79,1.8,24.55,100.85,0.0
2011,11,25,43.68,3.33,23.87,100.79,0.0
2011,11,26,44.35,2.33,23.76,100.67,0.0
2011,11,27,45.23,2.08,24.0,100.68,0.0
2011,11,28,45.23,2.4,23.83,100.72,0.0
2011,11,29,46.52,4.1,23.55,100.74,0.0
2011,11,30,44.17,3.08,24.68,100.67,0.0
2011,12,1,49.37,2.08,26.45,100.6,0.01
2011,12,2,54.66,2.18,26.35,100.66,0.0
2011,12,3,69.32,2.41,26.06,100.49,0.0
2011,12,4,63.77,2.7,25.1,100.39,0.0
2011,12,5,58.72,2.45,24.85,100.47,0.0
2011,12,6,44.02,2.06,23.3,100.61,0.0
2011,12,7,33.69,2.36,22.7,100.79,0.0
2011,12,8,37.89,2.38,21.98,100.81,0.0
2011,12,9,38.56,1.39,22.21,100.95,0.0
2011,12,10,37.81,1.54,21.79,101.05,0.0
2011,12,11,48.34,1.83,21.98,100.88,0.0
2011,12,12,56.1,1.56,22.26,100.89,0.0
2011,12,13,36.92,2.81,21.62,101.06,0.0
2011,12,14,26.97,1.66,21.22,101.11,0.0
2011,12,15,41.38,1.46,21.2,101.08,0.0
2011,12,16,30.35,1.82,20.75,101.03,0.0
2011,12,17,24.07,1.93,20.88,100.99,0.0
2011,12,18,40.23,1.71,20.38,101.03,0.0
2011,12,19,65.75,2.11,21.25,100.96,0.0
2011,12,20,33.16,2.75,19.75,100.94,0.0
2011,12,21,31.85,3.94,18.77,101.12,0.0
2011,12,22,34.7,3.16,17.47,101.18,0.0
2011,12,23,31.57,2.62,17.1,101.09,0.0
2011,12,24,34.42,1.67,17.73,100.94,0.0
2011,12,25,42.2,1.4,18.92,100.93,0.0
2011,12,26,57.95,2.11,19.21,100.91,0.0
2011,12,27,62.82,1.38,20.42,100.87,0.0
2011,12,28,26.28,2.54,19.5,101.09,0.0
2011,12,29,31.12,2.55,19.89,101.18,0.0
2011,12,30,32.04,2.21,19.8,101.2,0.0
2011,12,31,31.61,1.09,19.99,101.14,0.0
2012,1,1,30.06,1.12,19.42,101.15,0.0
2012,1,2,40.64,1.33,18.81,101.03,0.0
2012,1,3,69.74,2.04,19.17,100.88,0.0
2012,1,4,78.9,4.06,21.63,100.67,0.0
2012,1,5,74.28,2.25,21.98,100.83,0.0
2012,1,6,41.72,3.23,19.85,100.97,0.0
2012,1,7,27.68,1.84,17.0,101.12,0.0
2012,1,8,31.07,3.76,16.69,101.43,0.0
2012,1,9,45.42,1.67,17.72,101.32,0.0
2012,1,10,44.99,2.35,18.6,101.35,0.0
2012,1,11,40.81,2.2,19.04,101.4,0.0
2012,1,12,63.21,1.69,19.67,101.27,0.0
2012,1,13,74.63,1.99,20.77,101.16,0.0
2012,1,14,78.38,2.7,21.82,100.89,0.02
2012,1,15,77.05,4.37,22.25,100.6,0.94
2012,1,16,40.93,3.45,19.73,100.47,0.0
2012,1,17,42.12,1.9,18.05,100.52,0.0
2012,1,18,39.91,2.59,18.1,100.44,0.0
2012,1,19,32.04,1.91,16.99,100.54,0.0
2012,1,20,29.47,2.02,17.58,100.88,0.0
2012,1,21,43.99,3.73,17.28,100.85,1.02
2012,1,22,54.46,3.51,16.05,100.93,0.94
2012,1,23,43.2,1.88,18.43,101.03,0.0
2012,1,24,49.35,4.55,16.91,100.98,0.09
2012,1,25,55.08,3.24,17.35,100.99,0.0
2012,1,26,53.65,1.6,18.78,101.14,0.0
2012,1,27,60.47,2.67,18.48,101.02,0.0
2012,1,28,42.99,2.69,19.26,100.87,0.0
2012,1,29,27.95,1.54,19.31,101.07,0.0
2012,1,30,49.15,2.25,18.8,101.19,0.0
2012,1,31,52.89,1.4,20.22,101.29,0.0
2012,2,1,34.57,1.8,19.95,101.32,0.0
2012,2,2,33.44,2.12,20.2,101.12,0.0
2012,2,3,54.23,2.53,19.79,100.98,0.0
2012,2,4,60.4,3.54,20.15,100.8,0.0
2012,2,5,36.0,2.41,17.78,101.08,0.0
2012,2,6,30.25,2.76,17.52,101.22,0.0
2012,2,7,32.52,4.68,15.38,101.18,0.0
2012,2,8,30.61,2.22,13.93,101.18,0.0
2012,2,9,26.66,1.65,17.26,101.1,0.0
2012,2,10,28.17,1.9,18.46,101.01,0.0
2012,2,11,60.2,2.71,19.87,100.72,0.0
2012,2,12,82.04,3.07,21.11,100.53,0.0
2012,2,13,48.23,3.64,20.65,100.75,0.0
2012,2,14,23.24,2.37,18.54,101.06,0.0
2012,2,15,28.34,2.51,17.9,101.01,0.0
2012,2,16,41.53,1.76,19.09,100.86,0.0
2012,2,17,29.71,2.19,19.84,100.93,0.0
2012,2,18,30.75,3.75,19.98,101.08,0.0
2012,2,19,37.3,2.72,20.1,101.0,0.0
2012,2,20,72.67,3.95,21.07,100.67,0.0
2012,2,21,77.23,4.49,21.74,100.41,0.0
2012,2,22,34.49,3.37,19.45,100.63,0.0
2012,2,23,30.46,3.15,17.34,100.82,0.0
2012,2,24,22.97,2.36,18.15,100.77,0.0
2012,2,25,22.75,1.94,19.37,100.73,0.0
2012,2,26,25.87,3.02,20.44,100.64,0.0
2012,2,27,39.35,2.82,20.9,100.57,0.0
2012,2,28,58.87,3.1,22.01,100.32,0.0
2012,2,29,63.26,4.29,21.23,100.11,0.0
2012,3,1,77.68,3.85,21.67,100.21,0.0
2012,3,2,77.55,3.47,22.08,100.27,0.0
2012,3,3,80.94,3.77,22.99,100.16,0.0
2012,3,4,84.99,4.72,22.92,100.25,0.0
2012,3,5,56.71,4.67,22.43,100.27,0.0
2012,3,6,55.16,4.74,21.55,100.34,0.0
2012,3,7,44.84,3.47,21.26,100.34,0.0
2012,3,8,32.22,4.4,21.19,100.5,0.0
2012,3,9,37.97,3.06,20.44,100.47,0.0
2012,3,10,66.19,2.73,21.15,100.37,0.0
2012,3,11,69.64,2.16,21.48,100.43,0.04
2012,3,12,64.6,3.09,22.51,100.72,0.01
2012,3,13,56.22,2.33,22.68,101.03,0.0
2012,3,14,62.91,2.83,22.27,100.97,0.0
2012,3,15,66.89,2.61,22.86,100.77,0.0
2012,3,16,77.12,3.71,22.52,100.67,0.0
2012,3,17,79.75,3.8,23.03,100.51,0.0
2012,3,18,77.08,4.04,23.67,100.53,0.0
2012,3,19,56.11,6.09,24.63,100.63,0.0
2012,3,20,29.46,4.47,21.59,100.75,0.0
2012,3,21,27.05,2.79,23.17,100.64,0.0
2012,3,22,32.34,2.24,24.01,100.72,0.0
2012,3,23,45.78,2.44,23.68,100.78,0.0
2012,3,24,63.4,2.52,24.19,100.75,0.0
2012,3,25,73.13,3.5,24.55,100.59,0.0
2012,3,26,66.34,2.79,26.54,100.5,0.0
2012,3,27,66.26,2.45,26.06,100.61,0.0
2012,3,28,57.49,2.38,27.22,100.83,0.0
2012,3,29,56.77,2.46,27.07,100.8,0.0
2012,3,30,67.77,3.58,27.15,100.37,0.0
2012,3,31,68.11,4.49,26.51,100.34,0.0
2012,4,1,76.38,3.38,26.24,100.43,0.0
2012,4,2,68.24,2.55,27.09,100.48,0.0
2012,4,3,68.36,2.63,27.47,100.63,0.0
2012,4,4,72.83,3.35,27.36,100.49,0.0
2012,4,5,71.24,2.96,27.75,100.18,0.0
2012,4,6,71.78,2.91,27.93,100.07,0.0
2012,4,7,69.47,2.17,28.19,100.03,0.0
2012,4,8,77.48,2.45,26.88,100.09,0.0
2012,4,9,72.48,3.56,27.64,100.13,0.0
2012,4,10,70.86,4.31,27.52,100.15,0.0
2012,4,11,75.48,3.68,27.13,99.98,0.0
2012,4,12,75.27,3.66,27.29,99.88,0.02
2012,4,13,77.98,3.55,26.64,99.89,0.51
2012,4,14,70.28,2.18,27.43,100.21,0.23
2012,4,15,63.43,2.8,27.32,100.46,0.25
2012,4,16,66.62,4.97,27.74,100.25,0.0
2012,4,17,70.61,4.59,27.37,100.05,0.0
2012,4,18,69.85,3.8,26.6,100.13,0.01
2012,4,19,73.24,4.0,25.21,100.31,0.0
2012,4,20,69.2,3.72,25.62,100.48,0.02
2012,4,21,71.13,3.71,25.93,100.51,0.01
2012,4,22,71.61,4.34,26.31,100.21,0.0
2012,4,23,70.25,4.37,26.75,100.02,0.01
2012,4,24,71.91,2.94,26.86,100.12,0.02
2012,4,25,71.47,3.41,27.38,100.14,0.02
2012,4,26,67.9,2.58,28.11,100.24,0.01
2012,4,27,68.04,3.03,28.31,100.28,0.0
2012,4,28,63.87,3.66,28.56,100.08,0.0
2012,4,29,58.03,4.03,29.61,99.94,0.0
2012,4,30,37.07,4.41,30.33,99.85,0.0
2012,5,1,38.0,3.29,29.69,99.91,0.0
2012,5,2,71.5,3.47,28.98,100.0,0.0
2012,5,3,63.16,3.48,30.45,99.82,0.0
2012,5,4,42.85,3.61,31.02,99.59,0.0
2012,5,5,58.46,3.36,30.22,99.62,0.0
2012,5,6,79.13,3.33,28.3,99.97,0.06
2012,5,7,78.87,4.01,27.91,100.01,0.06
2012,5,8,80.09,4.17,27.72,100.1,0.08
2012,5,9,79.44,4.51,27.85,100.22,0.28
2012,5,10,84.47,4.59,27.74,100.27,0.0
2012,5,11,82.64,3.68,27.72,100.0,0.0
2012,5,12,77.29,4.12,28.89,99.75,0.0
2012,5,13,72.61,4.7,29.15,99.78,0.0
2012,5,14,70.48,4.71,29.45,99.9,0.0
2012,5,15,76.25,5.74,28.8,100.04,0.0
2012,5,16,77.15,5.95,28.59,99.81,0.0
2012,5,17,76.11,5.26,28.82,99.79,0.0
2012,5,18,74.96,5.07,28.7,100.07,0.0
2012,5,19,76.98,5.38,28.71,100.14,0.05
2012,5,20,77.05,4.53,28.87,99.96,0.07
2012,5,21,76.61,4.37,29.61,99.8,0.0
2012,5,22,71.16,4.28,30.35,99.83,0.0
2012,5,23,76.36,4.95,29.63,99.85,0.0
2012,5,24,76.54,5.75,29.87,99.78,0.0
2012,5,25,74.86,6.33,29.83,99.72,0.0
2012,5,26,71.2,5.23,30.06,99.8,0.0
2012,5,27,68.03,4.71,30.67,99.79,0.0
2012,5,28,74.92,5.39,29.66,99.74,0.0
2012,5,29,77.12,4.96,29.48,99.79,0.0
2012,5,30,78.2,4.79,29.73,99.64,0.0
2012,5,31,71.19,5.1,30.75,99.23,0.0
2012,6,1,54.27,5.13,31.91,99.22,0.0
2012,6,2,72.42,5.74,29.45,99.31,0.0
2012,6,3,78.74,5.73,28.89,99.3,0.0
2012,6,4,78.34,6.08,29.34,99.28,0.0
2012,6,5,72.79,6.17,30.07,99.12,0.0
2012,6,6,76.49,5.04,29.23,99.12,0.0
2012,6,7,76.26,3.4,28.4,99.49,0.01
2012,6,8,76.78,3.59,28.55,99.73,0.0
2012,6,9,75.38,5.32,28.27,99.71,0.0
2012,6,10,74.99,6.16,28.71,99.47,0.0
2012,6,11,72.06,4.65,29.51,99.31,0.0
2012,6,12,69.16,3.4,29.79,99.43,0.0
2012,6,13,68.47,2.91,30.38,99.52,0.0
2012,6,14,68.92,3.32,30.8,99.58,0.0
2012,6,15,72.74,4.45,30.14,99.5,0.0
2012,6,16,75.43,6.17,30.06,99.27,0.0
2012,6,17,75.5,6.77,30.08,99.1,0.0
2012,6,18,77.99,6.52,29.85,99.2,0.0
2012,6,19,77.62,6.28,29.69,99.31,0.0
2012,6,20,76.2,6.79,29.58,99.3,0.0
2012,6,21,75.26,7.39,29.44,99.37,0.0
2012,6,22,75.56,6.48,29.36,99.37,0.0
2012,6,23,75.27,6.35,30.15,99.2,0.0
2012,6,24,76.54,6.97,29.73,99.07,0.0
2012,6,25,74.39,6.97,29.51,99.31,0.0
2012,6,26,74.01,7.94,29.36,99.39,0.0
2012,6,27,72.56,6.9,29.51,99.39,0.0
2012,6,28,73.79,5.89,29.32,99.45,0.0
2012,6,29,74.4,4.59,29.18,99.47,0.0
2012,6,30,73.19,5.3,29.27,99.37,0.0
2012,7,1,72.47,4.93,29.48,99.22,0.0
2012,7,2,71.61,4.33,29.95,99.22,0.0
2012,7,3,71.55,4.56,29.79,99.05,0.0
2012,7,4,73.31,5.09,29.96,98.87,0.0
2012,7,5,75.08,4.69,29.99,99.06,0.0
2012,7,6,76.19,5.01,29.81,99.04,0.0
2012,7,7,76.07,5.33,29.78,98.93,0.0
2012,7,8,72.53,3.96,30.15,99.05,0.0
2012,7,9,67.78,3.37,30.51,99.26,0.0
2012,7,10,71.41,4.2,30.86,99.32,0.01
2012,7,11,76.37,4.57,29.97,99.38,0.02
2012,7,12,74.93,5.7,30.18,99.45,0.01
2012,7,13,75.15,6.84,29.84,99.43,0.05
2012,7,14,74.02,7.54,29.35,99.3,0.31
2012,7,15,74.03,6.44,29.4,99.33,0.33
2012,7,16,73.96,5.03,29.39,99.53,0.0
2012,7,17,73.73,4.87,29.46,99.66,0.0
2012,7,18,75.5,6.54,29.14,99.45,0.0
2012,7,19,77.99,6.65,29.22,99.1,0.0
2012,7,20,79.42,5.56,29.4,99.04,0.0
2012,7,21,77.95,3.67,29.41,99.4,0.0
2012,7,22,77.37,4.98,29.07,99.48,0.0
2012,7,23,77.1,5.72,28.93,99.15,0.0
2012,7,24,77.66,6.1,29.05,98.97,0.0
2012,7,25,77.73,6.11,28.84,99.18,0.03
2012,7,26,77.52,5.91,28.83,99.25,0.02
2012,7,27,75.89,5.48,28.92,99.26,0.01
2012,7,28,73.5,5.43,28.54,99.34,0.18
2012,7,29,74.42,5.95,28.6,99.36,0.49
2012,7,30,78.07,6.15,28.16,99.35,0.01
2012,7,31,79.67,6.5,28.22,99.29,0.0
2012,8,1,75.42,5.92,28.64,99.38,0.0
2012,8,2,78.89,6.01,27.62,99.45,0.0
2012,8,3,81.46,6.7,27.49,99.1,0.0
2012,8,4,83.1,5.72,27.68,98.94,0.0
2012,8,5,77.5,3.9,28.33,99.34,0.0
2012,8,6,75.26,4.05,28.32,99.58,0.0
2012,8,7,73.72,4.0,28.47,99.6,0.0
2012,8,8,74.74,5.01,28.15,99.65,0.0
2012,8,9,75.35,5.72,27.76,99.44,0.0
2012,8,10,73.76,4.42,28.06,99.33,0.0
2012,8,11,72.83,3.56,28.36,99.47,0.0
2012,8,12,71.11,4.06,28.43,99.55,0.0
2012,8,13,74.06,4.64,28.2,99.51,0.0
2012,8,14,74.04,5.04,28.31,99.51,0.09
2012,8,15,75.1,5.07,28.08,99.64,0.08
2012,8,16,72.08,4.72,28.11,99.72,0.09
2012,8,17,72.13,4.84,27.81,99.72,0.09
2012,8,18,72.13,5.16,28.13,99.63,0.09
2012,8,19,74.71,3.9,28.46,99.42,0.02
2012,8,20,73.03,2.88,29.58,99.37,0.0
2012,8,21,75.38,3.22,28.88,99.47,0.0
2012,8,22,74.43,3.8,28.98,99.46,0.0
2012,8,23,73.8,3.91,29.14,99.69,0.06
2012,8,24,73.66,5.01,28.8,99.8,0.06
2012,8,25,77.69,5.9,28.38,99.72,0.07
2012,8,26,74.11,5.15,28.65,99.7,0.08
2012,8,27,73.89,4.69,28.65,99.58,0.0
2012,8,28,73.04,3.87,28.65,99.64,0.0
2012,8,29,71.5,3.6,29.1,99.71,0.22
2012,8,30,68.57,3.4,29.78,99.62,1.38
2012,8,31,72.21,3.32,29.31,99.48,0.81
2012,9,1,69.82,2.49,30.3,99.46,0.02
2012,9,2,72.58,3.14,30.08,99.55,0.07
2012,9,3,75.55,3.76,29.54,99.46,0.02
2012,9,4,72.72,2.83,30.05,99.47,1.33
2012,9,5,75.74,1.39,29.42,99.57,6.28
2012,9,6,68.9,1.93,30.6,99.6,8.21
2012,9,7,78.58,2.55,29.23,99.58,32.57
2012,9,8,79.18,2.41,28.86,99.58,1.07
2012,9,9,81.36,2.64,28.6,99.58,4.96
2012,9,10,86.11,5.64,27.68,99.54,2.3
2012,9,11,77.23,2.43,29.38,99.59,6.7
2012,9,12,82.41,2.58,28.88,99.63,17.89
2012,9,13,83.39,3.5,28.61,99.64,2.1
2012,9,14,82.41,4.49,28.04,99.56,0.0
2012,9,15,80.85,4.54,27.68,99.44,0.0
2012,9,16,74.72,4.1,28.24,99.46,0.0
2012,9,17,70.19,2.49,28.5,99.61,0.0
2012,9,18,71.02,1.76,28.1,99.78,0.0
2012,9,19,76.24,2.24,27.74,100.03,0.0
2012,9,20,75.56,3.15,27.41,100.12,0.0
2012,9,21,76.68,3.5,27.65,100.13,0.0
2012,9,22,76.52,3.97,27.6,100.2,0.0
